epoch,train_total_loss,train_curve_loss,train_mean_loss,train_shape_loss,validation_total_loss,mean_shape_gradient_cosine,negative_gradient_conflict
40,0.04046434909105301,0.017042050138115883,0.00927759986370802,0.03756699711084366,0.03394187614321709,-0.11192284524440765,True
41,0.04045828804373741,0.017038991674780846,0.009274479001760483,0.03756411373615265,0.03393325209617615,-0.11530782282352448,True
42,0.04045220464468002,0.01703593321144581,0.009271373972296715,0.037561170756816864,0.03392576053738594,-0.11776245385408401,True
43,0.04044610261917114,0.017032871022820473,0.009268284775316715,0.0375581830739975,0.03391801565885544,-0.11872676759958267,True
44,0.04043998569250107,0.01702980510890484,0.009265207685530186,0.03755515068769455,0.033909160643815994,-0.1187266930937767,True
45,0.040433838963508606,0.017026733607053757,0.009262137115001678,0.03755207359790802,0.033899493515491486,-0.11925816535949707,True
46,0.040427666157484055,0.017023654654622078,0.009259075857698917,0.03754894807934761,0.0338900163769722,-0.12151770293712616,True
47,0.040421463549137115,0.017020568251609802,0.009256024844944477,0.037545766681432724,0.0338815376162529,-0.12432365119457245,True
48,0.04041523486375809,0.017017478123307228,0.00925298873335123,0.03754252567887306,0.03387408331036568,-0.12615816295146942,True
49,0.040408968925476074,0.01701437681913376,0.009249964728951454,0.037539225071668625,0.03386703506112099,-0.12693995237350464,True
50,0.040402673184871674,0.017011268064379692,0.009246951900422573,0.037535861134529114,0.033859625458717346,-0.12682580947875977,True
51,0.040396347641944885,0.01700814999639988,0.009243946522474289,0.037532445043325424,0.033851489424705505,-0.12699081003665924,True
52,0.040389977395534515,0.017005018889904022,0.009240945801138878,0.03752896562218666,0.033842988312244415,-0.12820859253406525,True
53,0.04038356989622116,0.01700187474489212,0.009237951599061489,0.03752543404698372,0.03383485600352287,-0.12963330745697021,True
54,0.04037712514400482,0.01699872314929962,0.009234970435500145,0.03752182796597481,0.033827632665634155,-0.1305168718099594,True
55,0.040370628237724304,0.01699555665254593,0.009231996722519398,0.037518151104450226,0.033821091055870056,-0.13070432841777802,True
56,0.0403640940785408,0.01699237711727619,0.009229031391441822,0.03751440718770027,0.033814437687397,-0.13057047128677368,True
57,0.04035751894116402,0.01698918454349041,0.009226071648299694,0.037510596215724945,0.03380709886550903,-0.13055720925331116,True
58,0.040350884199142456,0.016985971480607986,0.009223115630447865,0.03750671446323395,0.03379933536052704,-0.13081230223178864,True
59,0.04034420847892761,0.016982747241854668,0.00922016054391861,0.03750276565551758,0.03379195183515549,-0.1310690939426422,True
60,0.04033748060464859,0.016979502514004707,0.009217211045324802,0.03749874234199524,0.0337853878736496,-0.1309303343296051,True
61,0.04033070057630539,0.016976242884993553,0.009214268997311592,0.03749464079737663,0.033779263496398926,-0.1305251568555832,True
62,0.040323857218027115,0.016972960904240608,0.009211327880620956,0.03749046474695206,0.03377283737063408,-0.1299401968717575,True
63,0.04031696915626526,0.01696966402232647,0.009208387695252895,0.03748621791601181,0.03376587852835655,-0.1292763501405716,True
64,0.04031001776456833,0.01696634292602539,0.009205447509884834,0.03748190030455589,0.03375883027911186,-0.1287582814693451,True
